#######################################################
#                                                     #
#              BioFET-SIM version 1.0                 #
#   Luca De Vico, University of Copenhagen, Denmark   #
#                                                     #
#             Tue Jul  3 09:43:10 2012                #
#                                                     #
#######################################################
#                                                     #
#       Please cite the usage of this program as      #
#                                                     #
# De Vico, L.; Sorensen, M. H.; Iversen, L.; Rogers,  #
# D. M.; Sorensen, B. S.; Brandbyge, M.; Nygard, J.;  #
# Martinez, K. L.; Jensen, J. H.                      #
#                                                     #
# Quantifying signal changes in nano-wire based       #
# biosensors.                                         #
#                                                     #
# Nanoscale, 2011, 3, 706-717 DOI:10.1039/C0NR00442A  #
#                                                     #
#######################################################
#
# Simulation data:
#
# Nano-wire length = 2000.00 nm
# Nano-wire radius = 10.00 nm
# Nano-wire Thomas-Fermi length = 2.00 nm
# Nano-wire permittivity = 12.00 E_0
# Nano-wire charge carrier mobility mu = 0.010 m^2 V^-1 s^-1
# Nano-wire type: n
# Nano-wire charge carrier density n/p_0 = 2.09e+23 m^-3
# Oxide layer thickness = 2.00 nm
# Oxide layer permittivity = 3.90 E_0
# Solvent Debye length = 2.00 nm
# Solvent permittivity = 78.00 E_0
# Number of charges on the nano-wire surface = 10000
# Charge of charges on the nano-wire surface = 1.00 elementary charges
# Distance of the charges in the solvent buffer = 2.00 nm
# Number of charges in the solvent buffer = 5000
# Charge of charges in the solvent buffer = 3.00 elementary charges
#
# Simulation results:
#
# Base Conductance = 52.599 nano Siemens
# Conductance Sensitivity = 3.611
# Conductance Change = 189.937 nano Siemens
# Conductance = 242.536 nano Siemens
#
# Simulation results for values (x) of the 
# solvent Debye length
# in the range 1.6000 - 2.4000
# of the Conductance Sensitivity y = DG/G_0
#
#     x           y
1.600000      2.758482
1.608000      2.775592
1.616000      2.792701
1.624000      2.809812
1.632000      2.826922
1.640000      2.844032
1.648000      2.861142
1.656000      2.878251
1.664000      2.895360
1.672000      2.912467
1.680000      2.929573
1.688000      2.946678
1.696000      2.963782
1.704000      2.980883
1.712000      2.997983
1.720000      3.015081
1.728000      3.032176
1.736000      3.049269
1.744000      3.066360
1.752000      3.083447
1.760000      3.100532
1.768000      3.117614
1.776000      3.134693
1.784000      3.151768
1.792000      3.168839
1.800000      3.185907
1.808000      3.202972
1.816000      3.220032
1.824000      3.237088
1.832000      3.254140
1.840000      3.271188
1.848000      3.288231
1.856000      3.305270
1.864000      3.322304
1.872000      3.339333
1.880000      3.356357
1.888000      3.373376
1.896000      3.390390
1.904000      3.407399
1.912000      3.424402
1.920000      3.441400
1.928000      3.458393
1.936000      3.475379
1.944000      3.492360
1.952000      3.509335
1.960000      3.526304
1.968000      3.543267
1.976000      3.560223
1.984000      3.577174
1.992000      3.594118
2.000000      3.611056
2.008000      3.627987
2.016000      3.644911
2.024000      3.661829
2.032000      3.678740
2.040000      3.695644
2.048000      3.712542
2.056000      3.729432
2.064000      3.746315
2.072000      3.763192
2.080000      3.780061
2.088000      3.796922
2.096000      3.813777
2.104000      3.830624
2.112000      3.847463
2.120000      3.864295
2.128000      3.881119
2.136000      3.897936
2.144000      3.914745
2.152000      3.931546
2.160000      3.948339
2.168000      3.965125
2.176000      3.981902
2.184000      3.998672
2.192000      4.015433
2.200000      4.032187
2.208000      4.048932
2.216000      4.065669
2.224000      4.082398
2.232000      4.099118
2.240000      4.115830
2.248000      4.132534
2.256000      4.149230
2.264000      4.165916
2.272000      4.182595
2.280000      4.199264
2.288000      4.215926
2.296000      4.232578
2.304000      4.249222
2.312000      4.265857
2.320000      4.282484
2.328000      4.299101
2.336000      4.315710
2.344000      4.332310
2.352000      4.348901
2.360000      4.365483
2.368000      4.382056
2.376000      4.398620
2.384000      4.415175
2.392000      4.431722
2.400000      4.448259
